filenames,20210713-151409,20210713-160536,20210713-202446,20210714-023953,20210714-024731,20210714-025049,20210714-031111,20210714-031825,20210714-095418,20210718-014112,20210718-014612,20210718-015056,20210718-022910,20210718-023252,20210719-020610,20210719-104859,20210719-162019
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_0__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_256__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_256__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__256_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__512_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_0__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_256__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
37244739-monarch-butterflies-from-canada-and-us-in-their-wintering-grounds-in-mexico__768_256__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_512__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_512__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_768__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__0_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_0__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_768__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
b79cb4f5f9faf899e7471d53111ed2c5__256_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__0_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__0_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__0_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__0_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__0_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__0_1024__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__0_1024__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__0_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__0_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__0_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__0_1280__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1
DSC_0061__0_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,0
DSC_0061__0_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0061__0_1536__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,2
DSC_0061__0_1536__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,2
DSC_0061__0_1792__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__0_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__0_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__0_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__0_2048__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__0_2048__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0
DSC_0061__0_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1
DSC_0061__0_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__0_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_2304__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__0_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_2560__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__0_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__0_2560__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__0_256__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,1
DSC_0061__0_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__0_256__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,0
DSC_0061__0_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__0_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0061__0_512__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,1
DSC_0061__0_512__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__0_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__0_768__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0061__0_768__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__0_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__0_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0061__1024_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_0__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1024_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0061__1024_1024__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0061__1024_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1024_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1024_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1024_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0061__1024_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__1024_1280__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,0
DSC_0061__1024_1280__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0
DSC_0061__1024_1536__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0061__1024_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_1536__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,1
DSC_0061__1024_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,2
DSC_0061__1024_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1024_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1024_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1024_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1024_2048__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__1024_2304__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1024_2304__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1024_2304__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1024_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1024_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1024_2560__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__1024_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1024_2560__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__1024_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0
DSC_0061__1024_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1024_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1024_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1024_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
DSC_0061__1024_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1
DSC_0061__1024_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_512__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__1024_768__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,0
DSC_0061__1024_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1024_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1024_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_0__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__1280_0__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1280_0__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__1280_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1280_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0061__1280_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0061__1280_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0061__1280_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1280_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1280_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1280_1536__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,0
DSC_0061__1280_1792__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1280_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1280_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_1792__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1280_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1280_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1280_2048__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_2304__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2304__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1280_2304__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2560__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1280_2560__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1280_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1280_256__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,0
DSC_0061__1280_256__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,1
DSC_0061__1280_256__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,0
DSC_0061__1280_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0061__1280_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1280_512__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,0.0,0
DSC_0061__1280_512__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1280_768__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0061__1280_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1280_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1280_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1536_0__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__1536_0__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,2
DSC_0061__1536_0__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__1536_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1536_1024__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1536_1024__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1536_1024__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,2
DSC_0061__1536_1024__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,2.0,1
DSC_0061__1536_1280__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__1536_1280__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__1536_1280__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__1536_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1536_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_1536__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,1.0,2
DSC_0061__1536_1536__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1
DSC_0061__1536_1792__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0
DSC_0061__1536_1792__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0
DSC_0061__1536_1792__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1536_1792__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__1536_2048__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_2048__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1536_2048__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_2048__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,2.0,0
DSC_0061__1536_2304__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1536_2304__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1536_2304__r_270,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
DSC_0061__1536_2304__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1536_2560__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
DSC_0061__1536_2560__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1536_2560__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1536_2560__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DSC_0061__1536_256__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1536_256__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_256__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1536_256__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1536_512__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1536_512__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_512__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1536_512__r_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0
DSC_0061__1536_768__,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2
DSC_0061__1536_768__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1536_768__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1536_768__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1
DSC_0061__1792_0__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,1
DSC_0061__1792_0__r_180,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
DSC_0061__1792_0__r_270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,0
DSC_0061__1792_0__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0
DSC_0061__1792_1024__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,0
DSC_0061__1792_1024__r_180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,0
DSC_0061__1792_1024__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1792_1024__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0
DSC_0061__1792_1280__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2
DSC_0061__1792_1280__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1792_1280__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2
DSC_0061__1792_1280__r_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1792_1536__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1792_1536__r_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
DSC_0061__1792_1536__r_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0
DSC_0061__1792_1536__r_90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,0.0,0
